"","UMAP1","UMAP2","Group"
"LNET19T",-8.64760664176374,-2.15877560055707,"lung NETs Ca A2"
"LNET5T",1.61770304562868,11.9443389234321,"lung NETs Ca A1"
"LNET6T",1.07910908007708,11.8382738648456,"lung NETs Ca A1"
"SRR5553878",2.2421702627286,-4.81356041477174,"rectum NETs"
"SRR5553879",2.14311370389243,-4.90759270073738,"rectum NETs"
"SRR5553880",2.20941299272037,-4.84511458076591,"rectum NETs"
"SRR5553881",2.23492108470737,-4.81361714953216,"rectum NETs"
"SRR5553882",2.29227409033994,-4.75926082894564,"rectum NETs"
"SRR5553883",2.29428730193236,-4.75789070631968,"rectum NETs"
"SRR5553884",2.20935364776949,-4.83841167538205,"rectum NETs"
"SRR5553885",2.24183556005672,-4.81913916305279,"rectum NETs"
"SRR5553886",2.10647036514759,-4.95862428715326,"rectum NETs"
"SRR5553887",2.27035855599028,-4.78662216297226,"rectum NETs"
"SRR5553888",2.07025202308688,-5.10157439843221,"rectum NETs"
"SRR5553889",2.22560935527855,-4.83030664885017,"rectum NETs"
"SRR5553890",2.31305224313691,-4.74420809763142,"rectum NETs"
"SRR5553891",1.93729605879383,-5.04390930430403,"rectum NETs"
"SRR5553892",-0.344874503903784,-5.44134541618831,"rectum NETs"
"SRR5553893",2.08894880314699,-4.95850766362238,"rectum NETs"
"SRR5553894",2.08801868559392,-4.95417494966939,"rectum NETs"
"SRR5553895",2.14949791007744,-4.89992833305176,"rectum NETs"
"SRR5553765",1.82116001450321,-7.57279094623211,"pancreas NETs"
"SRR5553766",-0.487117800785195,-7.21419172545151,"pancreas NETs"
"SRR5553767",-1.76643843678653,-5.09827345011766,"pancreas NETs"
"SRR5553768",-2.03856952982426,-5.52030345858299,"pancreas NETs"
"SRR5553769",8.38498154349359,-6.71171629737776,"pancreas NETs"
"SRR5553770",-0.65313747028143,-6.60585097598541,"pancreas NETs"
"SRR5553771",-1.54794667323574,-7.34298358187197,"pancreas NETs"
"SRR5553772",2.70962920054318,-0.239862933204489,"pancreas NETs"
"SRR5553773",3.6479815209456,1.10480656426042,"pancreas NETs"
"SRR5553774",-0.744607673175779,-6.52762805584294,"pancreas NETs"
"SRR5553775",0.597293645824864,0.538048495246553,"pancreas NETs"
"SRR5553776",-0.965878813374605,-6.28826427204724,"pancreas NETs"
"SRR5553777",-2.03997307097062,-6.79840019386186,"pancreas NETs"
"SRR5553778",-0.198788405637934,-7.2183174089,"pancreas NETs"
"SRR5553779",-0.620500351227372,-6.65344904090399,"pancreas NETs"
"SRR5553780",-2.15976250272791,-4.40249296809658,"pancreas NETs"
"SRR5553781",-0.286686111319954,-7.20625675058212,"pancreas NETs"
"SRR5553782",-0.690799555310088,-6.6190946969766,"pancreas NETs"
"SRR5553783",-2.17901335922367,-6.48003530549641,"pancreas NETs"
"SRR5553784",1.62929478299918,0.550370562296806,"pancreas NETs"
"SRR5553785",-1.99556352351,-6.76767459695136,"pancreas NETs"
"SRR5553786",4.02381576165482,-0.474809416537855,"pancreas NETs"
"SRR5553787",3.63951228387406,1.08191822788601,"pancreas NETs"
"SRR5553788",-0.228684164500205,-7.21614212944366,"pancreas NETs"
"SRR5553789",1.82878843379589,-7.57659983616,"pancreas NETs"
"SRR5553790",0.315094743796111,-7.12426183965929,"pancreas NETs"
"SRR5553791",1.77351712611287,-7.6314095376835,"pancreas NETs"
"SRR5553792",0.548596794072915,0.587616011690001,"pancreas NETs"
"SRR5553793",-0.282717209745813,-7.1556734829567,"pancreas NETs"
"SRR5553794",-0.598670320954629,-7.1260705681288,"pancreas NETs"
"SRR5553795",8.45737680077531,-7.43458542037329,"pancreas NETs"
"SRR5553796",-0.875917839670686,-7.16156695202251,"pancreas NETs"
"SRR5553797",-0.759371124325578,-6.54888374256568,"pancreas NETs"
"SRR5553798",-1.60769671248865,-7.03911872912068,"pancreas NETs"
"SRR5553799",2.71619199249732,1.69395485111382,"pancreas NETs"
"SRR5553800",-2.1109766833802,-6.05868714550663,"pancreas NETs"
"SRR5553801",-2.15637508456096,-6.05355962207553,"pancreas NETs"
"SRR5553802",-1.28593923535548,-6.99504206086146,"pancreas NETs"
"SRR5553803",-1.59132995770418,-5.86742985760771,"pancreas NETs"
"SRR5553804",-0.787897038771438,-6.15379671984918,"pancreas NETs"
"SRR5553805",-1.65786529436313,-7.12511759666523,"pancreas NETs"
"SRR5553806",-1.85022017153431,-6.76336884401811,"pancreas NETs"
"SRR5553807",-1.64534677933537,-7.07422806123993,"pancreas NETs"
"SRR5553808",-1.00084189189767,-7.22780161233265,"pancreas NETs"
"SRR5553809",-1.81593165687468,-5.13670337047973,"pancreas NETs"
"SRR5553810",-1.80326307271577,-5.08399813373154,"pancreas NETs"
"SRR5553811",-0.814939712958755,-6.08235014787027,"pancreas NETs"
"SRR5553812",-1.7637904781738,-6.96074901565736,"pancreas NETs"
"SRR5553813",-0.9395795565537,-6.35270243861404,"pancreas NETs"
"SRR5553814",-2.10884420132282,-4.4751555752949,"pancreas NETs"
"SRR5553815",0.570972977661847,0.569453960968446,"pancreas NETs"
"SRR5553816",0.559988889257865,0.592423083529887,"pancreas NETs"
"SRR5553817",-1.49228833105341,-7.38238323836088,"pancreas NETs"
"SRR5553818",-1.5672953904807,-7.22354440366084,"pancreas NETs"
"SRR5553819",-0.969757312703031,-6.89467304977074,"pancreas NETs"
"SRR5553820",-1.37308789024139,-7.02556894069074,"pancreas NETs"
"SRR5553821",-1.01860086557784,-6.97529520240134,"pancreas NETs"
"SRR5553822",3.53037977563324,1.21015292791732,"pancreas NETs"
"SRR5553823",-1.00081483684705,-7.38634208870133,"pancreas NETs"
"SRR5553824",-1.15982467119188,-6.3023977000103,"pancreas NETs"
"SRR5553825",-2.00087261180674,-6.67874001406095,"pancreas NETs"
"SRR5553826",-0.492305931525992,-5.60745014367912,"pancreas NETs"
"SRR5553827",-1.11720421642648,-6.97523493952776,"pancreas NETs"
"SRR5553828",-1.63813045924423,-6.81976119906146,"pancreas NETs"
"SRR5553829",1.76275096658439,11.6155277651443,"pancreas NETs"
"SRR5553830",-1.49925705759051,-7.13032320603297,"pancreas NETs"
"SRR5553831",-2.26638492743616,-6.21757190889005,"pancreas NETs"
"SRR5553832",-1.4042924575368,-7.27789497298679,"pancreas NETs"
"SRR5553833",-2.21626164919437,-6.10911573212393,"pancreas NETs"
"SRR5553834",-1.85893188660851,-7.06848011392489,"pancreas NETs"
"SRR5553835",-1.84001916689469,-5.03503659188595,"pancreas NETs"
"SRR5553836",3.33990806657637,-0.677160877758542,"pancreas NETs"
"SRR5553837",-0.832670505030507,-7.07461818287242,"pancreas NETs"
"SRR5553838",-2.46143295639805,2.97048217416396,"pancreas NETs"
"SRR5553839",-2.40292597643065,2.89950439385876,"pancreas NETs"
"SRR5553840",-2.11519504865602,-6.06414708265757,"pancreas NETs"
"SRR5553841",2.76077247523023,-0.274233832975147,"pancreas NETs"
"SRR5553842",3.77362272149372,-0.380269328215359,"pancreas NETs"
"SRR5553846",-1.88423961010768,-6.82343562242116,"pancreas NETs"
"SRR5553847",-1.62991987486759,-7.02571863665639,"pancreas NETs"
"SRR5553848",-1.12367602327473,-7.13128097047305,"pancreas NETs"
"SRR5553849",-1.71745534919634,-7.00327416115633,"pancreas NETs"
"SRR5553850",-0.887754615147176,-6.7894699505224,"pancreas NETs"
"SRR5553851",-1.43129435095932,-6.98783200191851,"pancreas NETs"
"SRR5553852",-0.62067304851558,-5.54554529294672,"pancreas NETs"
"SRR5553853",-0.872276931036693,-7.05236783854069,"pancreas NETs"
"SRR5553854",-0.697935789515673,-6.93994889232325,"pancreas NETs"
"SRR5553855",-1.58869712490357,-7.44749441374169,"pancreas NETs"
"SRR5553856",-1.84692747359586,-4.97191036487754,"pancreas NETs"
"SRR5553857",0.550822169911254,0.556220811192022,"pancreas NETs"
"SRR5553858",-0.969149526323829,-7.28792119039012,"pancreas NETs"
"SRR5553859",-0.69935126956714,-7.20567307318747,"pancreas NETs"
"SRR5553860",-0.768904200165752,-7.28572148777444,"pancreas NETs"
"SRR5553861",-1.97708637755984,-6.74721724210538,"pancreas NETs"
"SRR5553862",-1.09373959997177,-7.19305804533762,"pancreas NETs"
"SRR5553863",-1.7488408068577,-6.85273920184952,"pancreas NETs"
"SRR5553864",-1.25752346692105,-7.22985226769675,"pancreas NETs"
"SRR5553865",-1.25066170635558,-7.0648780442071,"pancreas NETs"
"SRR5553866",-0.61192853232169,-5.81738718379365,"pancreas NETs"
"SRR5553867",-1.14571671318569,-6.73952602636731,"pancreas NETs"
"SRR5553868",-0.538421888322721,-6.95436903075991,"pancreas NETs"
"SRR5553869",-0.691025607822251,-6.595185606202,"pancreas NETs"
"SRR5553870",-0.997565445862512,-7.04960722917876,"pancreas NETs"
"SRR5553871",-1.23336570824093,-7.23883884757356,"pancreas NETs"
"SRR5553872",8.41903139903639,-7.11437564128249,"pancreas NETs"
"SRR5553873",-0.841102501628435,-6.35739658634112,"pancreas NETs"
"SRR5553874",-0.447927695289639,-7.04851799356275,"pancreas NETs"
"SRR5553875",-1.23844354055888,-5.95964599583028,"pancreas NETs"
"SRR5553876",-0.857294649442513,-6.98839997855567,"pancreas NETs"
"SRR5553877",-2.13369913240533,-4.45313561762115,"pancreas NETs"
"SRR5553843",-1.39339583695016,-5.8258971432947,"pancreas NETs"
"SRR5553844",-1.52140071789979,-7.27891080867348,"pancreas NETs"
"SRR5553845",-2.24789845672855,-6.34605859957373,"pancreas NETs"
"SRR14853949",-2.07689065263944,-6.63094756731046,"pancreas NETs"
"SRR14853950",-1.56501814356924,-7.483886408332,"pancreas NETs"
"SRR14853951",-0.794723190263263,-7.45021031422105,"pancreas NETs"
"SRR14853952",0.446055589337954,0.641217118090802,"pancreas NETs"
"SRR14853953",-0.472137634415133,-5.64130616547266,"pancreas NETs"
"SRR14853954",-1.72568330263474,-7.26406650663882,"pancreas NETs"
"SRR14853955",-1.76648775916249,-5.25995130913046,"pancreas NETs"
"SRR14853956",-1.03350693949365,-6.69958819567746,"pancreas NETs"
"SRR14853957",-1.4317312266083,-6.73387236946751,"pancreas NETs"
"SRR14853958",-2.17015246920304,-6.36870029079368,"pancreas NETs"
"SRR14853959",-2.23831939195961,-6.44922582569705,"pancreas NETs"
"SRR14853960",-1.95300595434862,-6.20452731202564,"pancreas NETs"
"SRR14853961",-2.36093938522726,-6.1346819682575,"pancreas NETs"
"SRR14853962",-1.83031184839503,-5.71482174675422,"pancreas NETs"
"SRR14853963",-1.62366632587764,-6.42480720755726,"pancreas NETs"
"SRR14853964",-1.82950604071445,-5.99444469946864,"pancreas NETs"
"SRR14853965",-1.99776029490112,-5.984260325547,"pancreas NETs"
"SRR14853966",-2.06074406145995,-6.83434704173285,"pancreas NETs"
"SRR14853967",-2.32264135113871,-6.31057738414548,"pancreas NETs"
"SRR14853968",-1.9012998913917,-5.44884154021279,"pancreas NETs"
"SRR14853969",-0.592054307589739,-6.7778182032047,"pancreas NETs"
"SRR14853970",-2.08695039655168,-6.71440611459505,"pancreas NETs"
"SRR5553896",1.85010655349588,-7.56202583461986,"small intestine NETs"
"SRR5553897",-2.15816685183381,-4.40322470828777,"small intestine NETs"
"SRR5553898",8.24212322167605,-7.81103560851955,"small intestine NETs"
"SRR5553899",8.31531291755292,-8.13482639110364,"small intestine NETs"
"SRR5553900",8.41598117909386,-7.81390848234352,"small intestine NETs"
"SRR5553901",8.28702791429365,-7.71567124113774,"small intestine NETs"
"SRR5553902",8.41141172273703,-7.93554748420094,"small intestine NETs"
"SRR5553903",8.11849284597137,-7.73421803250209,"small intestine NETs"
"SRR5553904",8.45618809827377,-7.48276206000192,"small intestine NETs"
"SRR5553905",8.26269233877058,-8.03052295930009,"small intestine NETs"
"SRR5553906",-2.16203330076484,-4.39628855541647,"small intestine NETs"
"SRR5553907",8.28177305117768,-7.52758905160082,"small intestine NETs"
"SRR5553908",1.86380841641046,-7.55322033002169,"small intestine NETs"
"SRR5553909",0.190374462283786,-7.18567533488996,"small intestine NETs"
"SRR5553910",-2.11324674929215,-4.46180592959603,"small intestine NETs"
"SRR5553911",8.63653370911952,-7.5797842790148,"small intestine NETs"
"SRR5553912",-1.8281986635298,-5.05647041879891,"small intestine NETs"
"SRR5553913",8.33892414883261,-7.95235819257304,"small intestine NETs"
"SRR5553914",8.35783658966335,-7.85251035136942,"small intestine NETs"
"SRR5553915",-2.16542720207055,-4.43216124591923,"small intestine NETs"
"SRR5553916",1.82748835590666,-7.57369885491446,"small intestine NETs"
"SRR5553917",8.45653762293998,-7.87414705155888,"small intestine NETs"
"SRR5553918",8.37963430886223,-7.61959496535092,"small intestine NETs"
"SRR5553919",8.266871539316,-8.1576524475913,"small intestine NETs"
"SRR5553920",8.43008597519122,-6.7667309658734,"small intestine NETs"
"SRR5553921",8.20667325968911,-7.44072371795618,"small intestine NETs"
"SRR5553922",8.4438005363082,-7.910632467828,"small intestine NETs"
"SRR5553923",8.17760502356473,-8.1337666871777,"small intestine NETs"
"SRR5553924",8.41046346296369,-6.87505492224926,"small intestine NETs"
"SRR5553925",8.46036562586013,-6.94879673711501,"small intestine NETs"
"SRR5553926",8.56845014312679,-7.04873719936043,"small intestine NETs"
"SRR5553927",8.39001063638602,-7.23928163208913,"small intestine NETs"
"SRR5553928",8.43496988585333,-7.07133254007906,"small intestine NETs"
"SRR5553929",8.50348738203213,-7.32055424372012,"small intestine NETs"
"SRR5553930",8.00929513394745,-7.16131793664008,"small intestine NETs"
"SRR5553931",7.99135795075254,-7.11770533920681,"small intestine NETs"
"SRR5553932",8.01008908094771,-7.13785927049703,"small intestine NETs"
"SRR5553933",2.84192599089966,1.03481002715491,"small intestine NETs"
"SRR5553934",8.23440121470162,-7.22878749920504,"small intestine NETs"
"SRR5553935",8.53990742788823,-6.76000479184017,"small intestine NETs"
"SRR5553936",8.31062646037972,-7.2171157228067,"small intestine NETs"
"SRR5553937",8.42902498542938,-7.299937893552,"small intestine NETs"
"SRR5553938",8.10683114268914,-6.08273380787563,"small intestine NETs"
"SRR5553939",8.34649908929373,-7.5308455232697,"small intestine NETs"
"SRR5553940",-0.377738477271705,-7.11612145175959,"small intestine NETs"
"SRR5553941",8.56923005881293,-6.81014642536374,"small intestine NETs"
"SRR5553942",8.17068352069178,-6.1857405795593,"small intestine NETs"
"SRR5553943",8.13322396663293,-6.15089436516513,"small intestine NETs"
"SRR5553944",-1.2617052272439,-6.45525400155152,"small intestine NETs"
"SRR5553945",8.17306848958858,-6.21333139633156,"small intestine NETs"
"SRR5553946",8.1696966009926,-6.2493682768129,"small intestine NETs"
"SRR5553947",8.47467904508946,-6.63457661740841,"small intestine NETs"
"SRR5553948",8.12972407249696,-6.19173991602201,"small intestine NETs"
"SRR5553949",8.32102317891103,-7.48716681820054,"small intestine NETs"
"SRR5553950",8.60399021321241,-6.79877324107648,"small intestine NETs"
"SRR5553951",8.47288724345835,-7.48734601621336,"small intestine NETs"
"SRR5553952",8.45009472983241,-6.67835278725911,"small intestine NETs"
"SRR5553953",3.71871542283713,0.937087010438301,"small intestine NETs"
"SRR5553954",-1.80924142349708,-5.12980902402963,"small intestine NETs"
"SRR5553955",8.45975012775732,-7.60903348750673,"small intestine NETs"
"SRR5553956",8.18940907462324,-6.01919116076968,"small intestine NETs"
"SRR5553957",8.41281649401487,-7.38540754667503,"small intestine NETs"
"SRR5553958",8.51243415254844,-6.6514640447877,"small intestine NETs"
"SRR5553959",8.37809299694721,-6.7767430370099,"small intestine NETs"
"SRR5553960",8.29794525929141,-6.57170324211787,"small intestine NETs"
"SRR5553961",8.48366251635778,-6.3731408493265,"small intestine NETs"
"SRR5553962",8.37228190243861,-6.60235333910288,"small intestine NETs"
"SRR5553963",8.05857083865598,-6.10553554345423,"small intestine NETs"
"SRR5553964",8.15530807998173,-6.10391426211089,"small intestine NETs"
"SRR5553965",8.36527686069802,-6.44890051549368,"small intestine NETs"
"SRR5553966",8.23668438844215,-6.21877811822072,"small intestine NETs"
"SRR5553967",7.97382654625635,-6.86561234561051,"small intestine NETs"
"SRR5553968",-1.72428090321419,-5.47084400340607,"small intestine NETs"
"SRR5553969",1.81869698340937,11.5858513666788,"small intestine NETs"
"SRR5553970",8.32878746079073,-7.1087791263735,"small intestine NETs"
"SRR5553971",2.63035474208769,-0.307459032550283,"small intestine NETs"
"SRR5553972",-0.145005263113612,10.3681042130054,"small intestine NETs"
"SRR5553973",8.51511569353918,-6.66457082739089,"small intestine NETs"
"SRR5553974",8.51112201295589,-6.49154846539508,"small intestine NETs"
"SRR5553975",8.15374068723284,-6.89646324817358,"small intestine NETs"
"SRR5553976",3.7456288190072,1.00215660190551,"small intestine NETs"
"X3780_180504_RNA_1_S7",8.79498786061006,-7.40719919149653,"small intestine NETs"
"X3791_180504_RNA_1_S8",8.67743538509069,-7.32074719093622,"small intestine NETs"
"X3801_180412_RNA_1_S9",8.72538254301101,-7.52331868770409,"small intestine NETs"
"X3802_180705_RNA_S10",8.70793407256249,-6.88800505097666,"small intestine NETs"
"X3806_180406_RNA_S11",8.71949131661995,-7.3602341762851,"small intestine NETs"
"X3809_180406_RNA_S12",8.79575348999462,-6.7547474275139,"small intestine NETs"
"X3814_180504_RNA_S13",8.70941915844154,-6.80070222362194,"small intestine NETs"
